4.79,29.66,2.53,69.03,365.76,153.18,7,7,7.63,4.71,37,4.79,29.66,2.53,0,0,0,0,0,0,11.47,0,0,0,0,0,0,0,0,0,0,0,0,0,587.97,69.03,345.76,66.13,249.08,153.18,0,20,0,0,193.53,271.79,57.89,1.58,212.32,0,0,0,0,0,16.53,16.53,16.53,0,0,0,0,0,0.45,79.66,79.66,84.84,59.47,214.05,264.05,1054.79,747.18,1801.97,478.11,10334.34,291.68,454498.71,0,0,53.85,20,8.38,5.38,0
4.21,20.82,3.26,646.16,2577,1098.39,4.61,3.95,5.47,2,28.11,4,20,3.21,0,0,0,0,0,0,101.53,0,0,0,0,0,0,0,0,0,0,0,0,0,4303.89,578,2046,374.47,1406.55,1058.05,528.82,113.32,0,0,1133.87,1572.66,343.89,6.26,1222.5,0,0,0,0,0,52.37,19.58,55.84,0,0,0,0,0,0.54,448.55,396.63,521.92,254.16,1581.71,2009.89,6197.5,4322.11,10519.61,3591.61,59001.21,1587.11,1459263.82,2.17,5.72,439.18,128.82,97.33,43.88,0
1,10,0,86,448,207,2,2,2,1,12,1,10,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,741,76,405,114,206,207,47,7,0,0,197,267,89,0,178,0,0,0,0,0,7,7,8,0,0,0,0,0,0.51,73,73,77,49,467,410,1153,784,1937,877,9402,413,156097,1,1,102,42,12,8,0
2.3,14.09,2.27,40.85,167.61,67.36,3.3,3.3,3.3,2.3,18.61,2.3,14.09,2.27,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,275.82,29.33,90.24,17.09,57.58,67.36,60.39,28.48,0,0,51.61,69.03,15.67,0,53.36,0,0,0,0,0,5.85,5.85,6.48,0,0,0,0,0,0.78,18.06,18.06,19.97,14.18,82.55,87.45,270.82,188.09,458.91,170,2376.58,81.33,53584.64,0.66,1.97,30.66,7.94,6.69,3.4,0
3,17.8,2,62.3,277,41.2,3,2.9,3,1.9,22.8,3,17.8,2,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,380.5,62.3,252.6,85.6,161,41.2,0,24.4,0,0,138.5,174.2,54.2,0,120,0,0,0,0,0,5.9,5.5,5.9,0,0,0,0,0,0.16,32.8,29.9,34.5,24.6,186.7,234.9,650.4,419,1069.4,421.6,5927.3,152.9,116613.6,0,0.9,38,13.2,10.3,6.8,0
2,20.11,1.71,35.32,228.95,45.37,4.05,4,4.53,1.97,23.92,2,18.68,1.71,0,0,0,0,0,0,9.82,0,0,0,0,0,0,0,0,0,0,0,0,0,309.55,35.32,199.76,38.79,133.45,45.37,7.66,21.53,0,0,114.76,155.26,33.84,0.42,121,0,0,0,0,0,9.5,9.5,10,0,0,0,0,0,0.22,39.55,38.55,43.95,21.82,150.84,186.87,548.71,393.32,942.03,337.71,5204.82,147.45,125119.08,0.55,1.98,36.25,9.32,18.68,7.47,0
10,45.11,4,93.33,396.78,64,11,9,12,10,59.11,10,45.11,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,553.11,93.33,363.78,34.67,288.67,64,0.89,33,0,0,190.06,293.06,27,3.11,262.94,0,0,0,0,0,50,30,50,0,0,0,0,0,0.17,90,68,97,87,144.17,200.89,1063.89,611.28,1675.17,345.06,10261.28,189.94,457855.72,0.85,1,74.4,14,16,7,0
3,16.5,0.16,200.66,809.26,35.18,5.21,4,5.42,3.18,20.26,3,16.5,0.16,0,0,0,0,0,0,46.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1044.37,200.66,802.21,128.63,589.26,35.18,0,7.05,0,0,425.66,659.66,123.76,0.05,535.84,0,0,0,0,0,59.42,13,60.42,0,0,0,0,0,0.04,234.32,184.08,246.61,166.68,797.74,793.16,2721.79,1729.66,4451.45,1590.89,24958.79,774.5,724456.39,6.6,7.42,135.2,48.42,2.33,1.1,0
4.86,22.62,0.95,134.67,513.24,29.71,4.86,4.86,5.86,2.86,27.81,4.86,22.62,0.95,0,0,0,0,0,0,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,672.52,134.67,507.43,94.95,356.14,29.71,0,5.81,0,0,259.43,364.9,72.67,0,292.24,0,0,0,0,0,25.86,25.86,27.95,0,0,0,0,0,0.06,107.1,106.1,128.29,70.29,370.9,536.9,1636.62,1200.62,2837.24,907.81,16644.14,377.9,492146.62,0,1.67,187.24,53.67,29.86,8.62,0
4.03,59,5.11,32.87,372.45,84.82,21.18,8.68,21.89,14.34,67.32,4.03,59,5.11,0,0,0,0,0,0,6.32,0,0,0,0,0,0,0,0,0,0,0,0,0,486.16,32.87,352.39,37.11,293.66,84.82,0.05,20.05,0,0,193.16,311.89,29.03,0.11,282.76,0,0,0,0,0,70.66,23.34,71.53,0,0,0,0,0,0.25,124.84,48.53,128.97,84.82,144.03,208.53,1126.13,733.45,1859.58,352.55,12147.18,225.79,1011259.71,0.05,0.12,85.9,14.4,5.83,2.58,0
