5.0,30.0,3.0,121.88,653.0,99.0,6.0,5.0,7.0,2.0,38.0,5.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.88,117.88,609.0,115.88,462.88,99.0,40.0,8.0,0.0,0.0,365.0,493.25,94.88,0.0,398.38,0.0,0.0,0.0,0.0,0.0,22.88,22.88,25.88,0.0,0.0,0.0,0.0,0.0,0.16,125.25,105.88,134.25,47.88,395.0,651.12,2206.0,1612.88,3818.88,1046.12,23752.88,446.88,1013107.88,0.0,0.0,259.62,77.88,67.38,23.0,0.0
2.11,11.33,0.0,30.44,102.0,54.0,2.0,2.0,2.0,1.0,14.11,2.11,11.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.44,30.44,96.44,25.89,61.33,54.0,0.0,5.56,0.0,0.0,52.56,67.22,18.0,0.0,49.22,0.0,0.0,0.0,0.0,0.0,4.89,4.89,4.89,0.0,0.0,0.0,0.0,0.0,0.56,14.67,14.67,14.67,11.67,85.78,107.33,243.22,180.67,423.89,193.11,2211.89,61.33,29502.22,0.89,0.89,19.44,14.0,8.89,4.89,0.0
9.0,26.33,9.67,100.67,311.0,100.33,5.67,5.67,6.33,2.0,44.67,9.0,26.33,9.67,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.33,100.67,305.0,69.67,235.67,100.33,0.0,6.0,0.0,0.0,181.67,229.33,29.0,0.0,200.33,0.0,0.0,0.0,0.0,0.0,15.67,15.67,17.67,0.0,0.0,0.0,0.0,0.0,0.43,59.67,59.67,64.0,28.33,178.67,290.0,843.33,687.67,1531.0,468.67,9189.67,200.0,286959.33,0.67,2.0,51.67,10.67,11.67,4.67,0.0
0.67,4.0,0.0,20.0,64.33,28.33,0.67,0.67,0.67,0.67,4.67,0.67,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.67,20.0,21.67,15.0,4.0,28.33,0.0,42.67,0.0,0.0,12.0,12.67,10.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.67,0.0,0.0,0.0,0.0,0.0,2.16,1.33,1.33,1.33,1.33,19.33,10.0,32.0,20.0,52.0,29.33,231.33,19.33,3362.0,0.0,0.0,3.33,1.33,0.67,0.67,0.0
6.67,30.0,6.67,700.0,2689.67,1076.0,8.67,8.0,9.67,3.67,43.0,6.67,29.33,6.67,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4451.33,664.67,2499.0,261.67,1938.33,996.67,264.0,39.33,0.0,0.0,1394.67,1943.33,202.0,32.0,1709.33,0.0,0.0,0.0,0.0,0.0,72.0,69.33,83.67,0.0,0.0,0.0,0.0,0.0,0.4,732.33,683.33,791.67,336.0,1479.0,2632.0,7864.0,6218.33,14082.33,4111.0,89485.0,1498.33,3218387.67,0.0,3.0,631.67,158.0,297.67,62.0,0.0
0.0,0.0,0.0,4.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,3.0,3.0,0.0,21.0,0.0,4.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,29.0,5.0,168.0,668.0,329.0,5.0,5.0,7.0,2.0,40.0,6.0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1163.0,168.0,667.0,88.0,477.0,329.0,0.0,1.0,0.0,0.0,329.0,454.0,65.0,0.0,389.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.49,122.0,106.0,151.0,53.0,411.0,549.0,1819.0,1332.0,3151.0,960.0,17662.0,484.0,510345.0,0.0,0.0,153.0,28.0,58.0,11.0,0.0
0.4,10.4,0.0,23.8,174.4,28.8,3.0,3.0,3.0,1.0,11.4,0.4,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,23.8,173.4,43.0,108.4,28.8,0.0,1.0,0.0,0.0,71.4,110.4,23.0,0.0,87.4,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.17,39.0,39.0,41.0,15.0,186.4,187.2,534.2,386.2,920.4,373.6,4784.6,157.2,87536.4,0.0,0.0,50.0,12.0,18.8,8.0,0.0
7.0,25.0,1.33,169.33,545.67,66.0,5.33,5.33,5.33,1.0,33.33,7.0,25.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.67,169.33,532.33,84.33,375.0,66.0,0.0,13.33,0.0,0.0,342.0,434.33,73.33,0.0,361.0,0.0,0.0,0.0,0.0,0.0,10.67,10.67,10.67,0.0,0.0,0.0,0.0,0.0,0.11,111.67,111.33,111.67,39.0,377.33,656.0,1702.67,1320.0,3022.67,1033.33,17299.0,364.67,337547.33,0.0,9.33,117.0,37.67,49.0,17.0,0.0
4.5,28.38,5.94,189.81,1063.75,474.12,6.38,5.06,6.75,2.62,38.69,4.5,28.38,5.94,0.0,0.0,0.0,0.0,0.0,0.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1721.06,189.81,1053.44,258.0,851.38,474.12,0.0,10.31,0.0,0.0,527.38,747.25,118.69,0.0,628.56,0.0,0.0,0.0,0.0,0.0,18.81,13.62,21.69,0.0,0.0,0.0,0.0,0.0,0.45,204.06,155.56,215.56,98.94,559.56,771.38,2393.5,1727.06,4120.56,1330.94,23473.12,589.75,634393.19,0.0,0.0,104.75,41.88,57.81,10.81,0.0
